nsn,fsc,niin,nomenclature,inc,sos,cancelled,cancelled_niin,amc,amsc,aac,competable,competability_notes,unit_price,ui,slc,ciic,dmil,hmic,hcc,crit_cd,approved_cage,approved_part,cage_company,cage_city,cage_state,cage_status,vendor_name,contact_name,contact_email,contact_phone,website,is_small_business,is_woman_owned,is_veteran_owned,qty,delivery_days,solicitation,purchase_request,source_file
1680-01-581-8041,1680,015818041,"DIVERTER STRIP,AIRC",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,10,,SPE4A726T593X,7016786111,bq260723.txt
1560-20-014-0593,1560,200140593,,,,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,46,,SPE4A726T593Y,7014630795,bq260723.txt
5975-01-552-1812,5975,015521812,"BASE,ELECTRICAL EQUIPMENT RACK",11289,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE4A726T593Z,7017554703,bq260723.txt
1680-01-733-6214,1680,017336214,"FUEL LINE,AIRCRAFT",52598,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE4A726T594A,7016918379,bq260723.txt
1680-01-733-6214,1680,017336214,"FUEL LINE,AIRCRAFT",52598,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE4A726T594A,7017030820,bq260723.txt
1680-01-654-7221,1680,016547221,"INSULATION BLANKET,CABIN,AIRCRAF",51635,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE4A726T594B,7017240332,bq260723.txt
1680-01-654-7221,1680,016547221,"INSULATION BLANKET,CABIN,AIRCRAF",51635,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE4A726T594B,7017240333,bq260723.txt
1560-00-798-7109,1560,007987109,"SKIN,AIRCRAFT",61081,SMS,false,,,,,unknown,No MOE rule,"$18,280.71",EA,0,U,,,,,,,,,,,,,,,,,,,9,,SPE4A726T594C,7017572037,bq260723.txt
5365-01-348-3973,5365,013483973,"SPACER,RING",24307,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE4A726T594D,7017411164,bq260723.txt
5365-01-721-7882,5365,017217882,SHIM,20349,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,3,,SPE4A726T594E,7017493169,bq260723.txt
5865-01-436-6123,5865,014366123,BREECHPLATE,77777,SMS,true,016582987,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,176,,SPE4A726T594F,7017572462,bq260723.txt
5325-01-571-1136,5325,015711136,"GROMMET BLANK,NONMETALLIC",20531,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,2,,SPE4A726T594G,7017552618,bq260723.txt
3655-01-628-1034,3655,016281034,"CONVERTER,LIQUID OXYGEN",12942,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE4A726T594H,7017522962,bq260723.txt
4933-01-536-1230,4933,015361230,"SUPPORT,BORESCOPE TUBE",22186,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE4A726T594J,7016716629,bq260723.txt
5365-01-674-5382,5365,016745382,"SPACER,SLEEVE",13207,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,136,,SPE4A726T594K,7016644778,bq260723.txt
1650-00-554-4192,1650,005544192,"ACCUMULATOR,HYDRAULIC",20977,SMS,false,,,,,unknown,No MOE rule,"$6,975.00",EA,0,U,,,,,,,,,,,,,,,,,,,4,,SPE4A726T594L,7017486713,bq260723.txt
5975-01-616-8607,5975,016168607,"CHASSIS,ELECTRICAL-ELECTRONIC EQ",38671,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,12,,SPE4A726T594M,7012983640,bq260723.txt
2840-01-124-0911,2840,011240911,"LINKAGE,LOCATING",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,362,,SPE4A726T594N,7017572843,bq260723.txt
1560-01-623-1091,1560,016231091,"PLATE,STRUCTURAL,AIRCRAFT",31495,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE4A726T9139,7015378649,bq260723.txt
5330-00-949-6142,5330,009496142,"SEAL,PLAIN ENCASED",04214,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,5,,SPE7L026Q0278,7015502680,bq260723.txt
2540-01-473-9891,2540,014739891,"INSULATION,VEHICULAR",42144,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE7L026Q0279,7013212461,bq260723.txt
5330-01-368-9497,5330,013689497,"PARTS KIT,SEAL REPLACEMENT,MECHA",34944,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,4,,SPE7L026Q0280,7009341335,bq260723.txt
4330-01-121-6350,4330,011216350,"PARTS KIT,FLUID PRESSURE FILTER",25679,SMS,true,010851024 011086061 013312953,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,505,,SPE7L026T0380,7017604552,bq260723.txt
4330-01-121-6350,4330,011216350,"PARTS KIT,FLUID PRESSURE FILTER",25679,SMS,true,010851024 011086061 013312953,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1758,,SPE7L026T0380,7017604552,bq260723.txt
3030-01-271-3754,3030,012713754,"BELT,V",04479,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,125,,SPE7L026T0381,7017528765,bq260723.txt
2540-01-377-3125,2540,013773125,"ARM,WINDSHIELD WIPER",10092,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,48,,SPE7L026T0382,7017601761,bq260723.txt
2540-01-377-3125,2540,013773125,"ARM,WINDSHIELD WIPER",10092,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,804,,SPE7L026T0382,7017601761,bq260723.txt
5340-01-105-1509,5340,011051509,"BRACKET ASSY,DAMPER",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,81,,SPE7L126Q1248,7017049069,bq260723.txt
4710-01-675-9509,4710,016759509,"TUBE ASSEMBLY,METAL",21989,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,55,,SPE7L126Q1358,7015604977,bq260723.txt
5331-01-475-6353,5331,014756353,O-RING,47946,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,622,,SPE7L126Q1359,7016484068,bq260723.txt
5331-00-252-6045,5331,002526045,O-RING,47946,SMS,false,,1,G,,true,"Competitive, restrictive terms",$6.91,EA,Y,U,A,N,,X,,,,,,,,,,,,,,,4188,,SPE7L126Q1364,7017234524,bq260723.txt
5331-01-534-9074,5331,015349074,O-RING,47946,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,165,,SPE7L126T144T,7015688382,bq260723.txt
5340-01-495-9434,5340,014959434,"RETAINER,HELICAL COMPRESSION SPR",24327,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,2,,SPE7L126T405K,7016269037,bq260723.txt
5340-01-611-5939,5340,016115939,"HINGE,STRAP",06915,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE7L126T616J,7016916220,bq260723.txt
5340-01-611-5939,5340,016115939,"HINGE,STRAP",06915,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE7L126T616J,7016916252,bq260723.txt
5340-01-611-5939,5340,016115939,"HINGE,STRAP",06915,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE7L126T616J,7016916271,bq260723.txt
5340-01-722-3941,5340,017223941,"LOCK,ASSEMBLY",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,3,,SPE7L126T715X,7017049311,bq260723.txt
5360-01-157-5046,5360,011575046,"SPRING,HELICAL,COMPRESSION",04226,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,782,,SPE7L126T729K,7017236576,bq260723.txt
5340-00-551-4564,5340,005514564,"CLIP,SPRING TENSION",20815,SMS,true,008524249 011991480,,,,unknown,No MOE rule,$5.06,EA,0,U,,,,,,,,,,,,,,,,,,,77,,SPE7L126T745Y,7017235245,bq260723.txt
2530-01-701-7073,2530,017017073,"PUMP ASSEMBLY,POWER STEERING,VEH",36408,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE7L126T825H,7017443868,bq260723.txt
1680-99-906-7962,1680,999067962,,,,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,7,,SPE7L126T827J,7015990863,bq260723.txt
5340-01-123-6831,5340,011236831,"BRACKET,ANGLE",16900,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,59,,SPE7L126T827K,7017439039,bq260723.txt
5340-01-560-0019,5340,015600019,"COVER,ACCESS",29785,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,11,,SPE7L126T827V,7017439466,bq260723.txt
5340-01-649-4439,5340,016494439,"BRACKET,MOUNTING",38089,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE7L126T827W,7015380960,bq260723.txt
5340-01-295-3000,5340,012953000,"COVER,ACCESS",29785,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,2,,SPE7L126T863S,7017600071,bq260723.txt
5330-15-119-9017,5330,151199017,,,,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,20,,SPE7L126T863T,7017599487,bq260723.txt
2930-15-120-2057,2930,151202057,,,,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,10,,SPE7L126T863U,7017599928,bq260723.txt
5340-00-105-0930,5340,001050930,"SEAL,STRAPPING",26212,SMS,false,,3,L,,false,Sole source — manufacturer only,$2.11,EA,0,U,A,P,,X,,,,,,,,,,,,,,,933,,SPE7L126T863V,7017601063,bq260723.txt
3040-00-759-0799,3040,007590799,"CYLINDER ASSEMBLY,ACTUATING,LINE",31310,SMS,false,,,,,unknown,No MOE rule,"$1,143.33",EA,0,U,,,,,,,,,,,,,,,,,,,6,,SPE7L126T863W,7017600875,bq260723.txt
5340-00-809-1494,5340,008091494,"CLAMP,LOOP",17532,SMS,true,000573051 014131662,,,,unknown,No MOE rule,$0.42,EA,0,U,,,,,,,,,,,,,,,,,,,304,,SPE7L126T863X,7017600721,bq260723.txt
5340-00-809-1494,5340,008091494,"CLAMP,LOOP",17532,SMS,true,000573051 014131662,,,,unknown,No MOE rule,$0.42,EA,0,U,,,,,,,,,,,,,,,,,,,507,,SPE7L126T863X,7017600721,bq260723.txt
5340-00-774-4858,5340,007744858,"CLIP,SPRING TENSION",20815,SMS,false,,,,,unknown,No MOE rule,$4.10,EA,0,U,,,,,,,,,,,,,,,,,,,333,,SPE7L126T863Y,7017600995,bq260723.txt
5340-01-340-5202,5340,013405202,"CLAMP,LOOP",17532,SMS,true,012758490 016694783,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1014,,SPE7L126T863Z,7017601039,bq260723.txt
3040-01-391-0732,3040,013910732,"CONTROL ASSEMBLY,PUSH-PULL",07468,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,16,,SPE7L126T864A,7017600761,bq260723.txt
5340-01-479-5497,5340,014795497,"CLAMP,LOOP",17532,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1010,,SPE7L126T864B,7017600942,bq260723.txt
5340-01-323-5523,5340,013235523,"HANDLE,MANUAL CONTROL",32333,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,25,,SPE7L126T864C,7017601127,bq260723.txt
2940-01-248-7288,2940,012487288,"FILTER ELEMENT,FLUID",32624,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,224,,SPE7L126T864D,7017600779,bq260723.txt
2940-01-248-7288,2940,012487288,"FILTER ELEMENT,FLUID",32624,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,665,,SPE7L126T864D,7017600779,bq260723.txt
5331-01-479-5898,5331,014795898,O-RING,47946,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,137,,SPE7L126T864E,7017600944,bq260723.txt
5331-01-481-4049,5331,014814049,O-RING,47946,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,16,,SPE7L126T864F,7017600732,bq260723.txt
5331-01-481-4049,5331,014814049,O-RING,47946,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,116,,SPE7L126T864F,7017600732,bq260723.txt
3040-01-541-4742,3040,015414742,"LEVER,MANUAL CONTROL",61447,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,54,,SPE7L126T864G,7017600918,bq260723.txt
5340-01-480-2803,5340,014802803,"SLIDE,DRAWER,EXTENSION",28191,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,3,,SPE7L126T864H,7017600985,bq260723.txt
5340-01-534-6849,5340,015346849,"PANEL,BLANK",15195,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,18,,SPE7L126T864J,7017601041,bq260723.txt
5360-01-482-2995,5360,014822995,"SPRING,HELICAL,COMPRESSION",04226,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,2,,SPE7L126T864K,7017600812,bq260723.txt
3040-01-674-2621,3040,016742621,"SHAFT,STRAIGHT",22109,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,2,,SPE7L126T864L,7017600854,bq260723.txt
5340-01-682-2673,5340,016822673,"HARDWARE KIT,MECHANIC EQUIPMENT",46088,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE7L126T864M,7017600785,bq260723.txt
5340-01-673-8493,5340,016738493,"HARDWARE KIT,ELECTRONIC EQUIPMEN",23496,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,17,,SPE7L126T864N,7017600851,bq260723.txt
1025-01-641-3873,1025,016413873,O-RING KIT,77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,5,,SPE7L126T864P,7017601118,bq260723.txt
5340-00-057-3037,5340,000573037,"CLAMP,LOOP",17532,SMS,false,,1,G,,true,"Competitive, restrictive terms",$0.40,EA,0,U,A,P,,X,,,,,,,,,,,,,,,17463,,SPE7L126T864Q,7017604706,bq260723.txt
5360-00-010-3076,5360,000103076,"SPRING,HELICAL,COMPRESSION",04226,SMS,false,,1,G,,true,"Competitive, restrictive terms",$9.26,EA,0,U,A,N,,X,,,,,,,,,,,,,,,366,,SPE7L126T864R,7017604675,bq260723.txt
5331-00-136-3471,5331,001363471,O-RING,47946,SMS,false,,3,C,,false,Sole source — manufacturer only,$56.62,EA,0,U,A,N,,X,,,,,,,,,,,,,,,1575,,SPE7L126T864S,7017601253,bq260723.txt
5340-00-084-1570,5340,000841570,"SEAL,ANTIPILFERAGE",32251,SMS,false,,1,G,,true,"Competitive, restrictive terms",$9.46,EA,0,U,A,P,,X,,,,,,,,,,,,,,,2231,,SPE7L126T864T,7017604601,bq260723.txt
5340-00-199-3778,5340,001993778,"CLEVIS,ROD END",03796,SMS,false,,3,P,,false,Sole source — manufacturer only,"$3,611.60",EA,0,U,A,P,,X,,,,,,,,,,,,,,,10,,SPE7L126T864U,7017604112,bq260723.txt
3040-00-238-5440,3040,002385440,"PARTS KIT,LINEAR ACTUATING CYLIN",28128,SMS,false,,3,L,,false,Sole source — manufacturer only,$498.71,KT,0,U,A,N,,X,,,,,,,,,,,,,,,7,,SPE7L126T864V,7017604386,bq260723.txt
5331-00-248-5145,5331,002485145,O-RING,47946,SMS,false,,1,C,,true,"Competitive, restrictive terms",$29.13,EA,0,U,A,N,,X,,,,,,,,,,,,,,,89,,SPE7L126T864W,7017604444,bq260723.txt
5340-00-335-4311,5340,003354311,"BAND,RETAINING",20318,SMS,false,,1,G,,true,"Competitive, restrictive terms",$85.40,EA,0,U,,,,,,,,,,,,,,,,,,,77,,SPE7L126T864X,7017604378,bq260723.txt
5340-00-205-1652,5340,002051652,"CATCH,FLUSH",20262,SMS,true,008230649,1,C,,true,"Competitive, restrictive terms",$15.60,EA,0,U,A,P,,X,,,,,,,,,,,,,,,163,,SPE7L126T864Y,7017603739,bq260723.txt
5360-00-418-1697,5360,004181697,"SPRING,HELICAL,COMPRESSION",04226,SMS,false,,3,D,,false,Sole source — manufacturer only,$113.00,EA,0,U,,,,,,,,,,,,,,,,,,,24,,SPE7L126T864Z,7017602345,bq260723.txt
5340-00-286-9416,5340,002869416,"CLAMP,LOOP",17532,SMS,false,,1,G,,true,"Competitive, restrictive terms",$6.58,EA,0,U,A,P,,X,,,,,,,,,,,,,,,1283,,SPE7L126T865A,7017604239,bq260723.txt
5340-00-290-7228,5340,002907228,"CAP-PLUG,PROTECTIVE,DUST AND MOI",13435,SMS,false,,1,G,,true,"Competitive, restrictive terms",$0.70,EA,0,U,A,P,,X,,,,,,,,,,,,,,,659,,SPE7L126T865B,7017604266,bq260723.txt
5340-00-877-3536,5340,008773536,"BRACKET,MOUNTING",38089,SMS,false,,,,,unknown,No MOE rule,$16.67,EA,0,U,,,,,,,,,,,,,,,,,,,37,,SPE7L126T865C,7017601129,bq260723.txt
5331-00-956-9122,5331,009569122,O-RING,47946,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,66,,SPE7L126T865D,7017603967,bq260723.txt
5360-00-486-3489,5360,004863489,"SPRING,HELICAL,COMPRESSION",04226,SMS,false,,,,,unknown,No MOE rule,$697.50,EA,0,U,,,,,,,,,,,,,,,,,,,2,,SPE7L126T865E,7017603036,bq260723.txt
5340-00-804-1245,5340,008041245,"PLUG,PROTECTIVE,DUST AND MOISTUR",13434,SMS,false,,,,,unknown,No MOE rule,$0.96,EA,0,U,,,,,,,,,,,,,,,,,,,3338,,SPE7L126T865F,7017604613,bq260723.txt
5340-00-915-9930,5340,009159930,"LEAF,BUTT HINGE",07655,SMS,false,,,,,unknown,No MOE rule,$594.95,EA,0,U,,,,,,,,,,,,,,,,,,,83,,SPE7L126T865G,7017604166,bq260723.txt
5355-00-668-6032,5355,006686032,"POINTER,DIAL",08084,SMS,false,,,,,unknown,No MOE rule,$234.30,EA,0,U,,,,,,,,,,,,,,,,,,,12,,SPE7L126T865H,7017602200,bq260723.txt
5360-00-839-6420,5360,008396420,"SPRING,HELICAL,COMPRESSION",04226,SMS,false,,,,,unknown,No MOE rule,$597.06,EA,0,U,,,,,,,,,,,,,,,,,,,1,,SPE7L126T865J,7017601484,bq260723.txt
5340-00-612-3815,5340,006123815,"BRACKET,MOUNTING",38089,SMS,false,,,,,unknown,No MOE rule,$35.62,EA,0,U,,,,,,,,,,,,,,,,,,,213,,SPE7L126T865K,7017601416,bq260723.txt
3010-00-563-5440,3010,005635440,"GEAR ASSEMBLY,SPEED DECREASER",05372,SMS,false,,,,,unknown,No MOE rule,$167.30,EA,0,U,,,,,,,,,,,,,,,,,,,64,,SPE7L126T865L,7017601695,bq260723.txt
5340-00-922-4749,5340,009224749,"CLAMP,LOOP",17532,SMS,false,,,,,unknown,No MOE rule,$33.30,EA,0,U,,,,,,,,,,,,,,,,,,,12,,SPE7L126T865M,7017604243,bq260723.txt
5340-00-775-5086,5340,007755086,"CLEVIS,ROD END",03796,SMS,false,,,,,unknown,No MOE rule,$97.65,EA,0,U,,,,,,,,,,,,,,,,,,,19,,SPE7L126T865N,7017604548,bq260723.txt
5340-00-985-0823,5340,009850823,"CLEVIS,ROD END",03796,SMS,true,000853020 000886378 002087252 002544640 002746193 003510183 004352455 005508090 005508096 005881260 010467317 012984897,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,103,,SPE7L126T865P,7017604517,bq260723.txt
5340-00-985-0823,5340,009850823,"CLEVIS,ROD END",03796,SMS,true,000853020 000886378 002087252 002544640 002746193 003510183 004352455 005508090 005508096 005881260 010467317 012984897,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,260,,SPE7L126T865P,7017604517,bq260723.txt
5340-00-985-0823,5340,009850823,"CLEVIS,ROD END",03796,SMS,true,000853020 000886378 002087252 002544640 002746193 003510183 004352455 005508090 005508096 005881260 010467317 012984897,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,445,,SPE7L126T865P,7017604517,bq260723.txt
5331-01-016-0457,5331,010160457,O-RING,47946,SMS,true,011461633,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,70,,SPE7L126T865Q,7017602940,bq260723.txt
5340-00-847-0102,5340,008470102,"CLIP,SPRING TENSION",20815,SMS,true,010187811,,,,unknown,No MOE rule,$2.09,EA,0,U,,,,,,,,,,,,,,,,,,,1558,,SPE7L126T865R,7017601532,bq260723.txt
1095-00-911-9846,1095,009119846,"CHAMBER,GAS,BOMB RACK",77777,SMS,false,,,,,unknown,No MOE rule,$690.53,EA,0,7,,,,,,,,,,,,,,,,,,,38,,SPE7L126T865S,7017604162,bq260723.txt
5331-01-028-9349,5331,010289349,O-RING,47946,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,826,,SPE7L126T865T,7017603080,bq260723.txt
5340-01-083-5665,5340,010835665,"COVER,ACCESS",29785,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,496,,SPE7L126T865U,7017601665,bq260723.txt
3010-01-051-8585,3010,010518585,"COUPLING,SHAFT,FLEXIBLE",04459,SMS,true,013421929,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE7L126T865V,7017603514,bq260723.txt
5331-01-076-5711,5331,010765711,O-RING,47946,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,29,,SPE7L126T865W,7017602016,bq260723.txt
5340-01-110-4020,5340,011104020,"BRACKET,MOUNTING",38089,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,17,,SPE7L126T865X,7017604381,bq260723.txt
5331-01-040-4773,5331,010404773,O-RING,47946,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,63,,SPE7L126T865Y,7017602809,bq260723.txt
5340-01-026-2008,5340,010262008,"STRAP,RETAINING",05072,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,275,,SPE7L126T865Z,7017603052,bq260723.txt
5360-01-055-3518,5360,010553518,"SPRING,HELICAL,TORSION",04228,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,55,,SPE7L126T866A,7017603600,bq260723.txt
5340-01-034-6100,5340,010346100,"BRACKET,ANGLE",16900,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,46,,SPE7L126T866B,7017602728,bq260723.txt
5360-01-057-2935,5360,010572935,"SPRING,HELICAL,TORSION",04228,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,2453,,SPE7L126T866C,7017603642,bq260723.txt
5340-01-084-1297,5340,010841297,"STRAP,RETAINING",05072,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,22,,SPE7L126T866D,7017601668,bq260723.txt
3040-01-073-0101,3040,010730101,"CYLINDER,ACTUATING,LINEAR",22017,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,78,,SPE7L126T866E,7017601932,bq260723.txt
5340-01-088-2387,5340,010882387,"SLIDE,DRAWER,EXTENSION",28191,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,3,,SPE7L126T866F,7017601745,bq260723.txt
5340-01-102-4629,5340,011024629,"BRACKET,MOUNTING",38089,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1,,SPE7L126T866G,7017602194,bq260723.txt
5340-01-097-4918,5340,010974918,"CATCH,FLUSH",20262,SMS,true,013060637,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,425,,SPE7L126T866H,7017602613,bq260723.txt
5355-01-081-8857,5355,010818857,"POINTER,DIAL",08084,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,19,,SPE7L126T866J,7017601614,bq260723.txt
3040-01-108-5393,3040,011085393,"LEVER,MANUAL CONTROL",61447,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,83,,SPE7L126T866K,7017604343,bq260723.txt
5331-01-162-4704,5331,011624704,O-RING,47946,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,101,,SPE7L126T866L,7017603609,bq260723.txt
5340-01-163-8517,5340,011638517,"BUTTON,PLUG",11251,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,1629,,SPE7L126T866M,7017603672,bq260723.txt
2520-01-144-7308,2520,011447308,"YOKE,UNIVERSAL JOINT,VEHICULAR",52120,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,25,,SPE7L126T866N,7017603137,bq260723.txt
5340-01-154-5199,5340,011545199,COVER,77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,5,,SPE7L126T866P,7017603844,bq260723.txt
5340-01-129-1257,5340,011291257,"TRACK,SLIDING DOOR",06690,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,3,,SPE7L126T866Q,7017604458,bq260723.txt
3010-01-131-7461,3010,011317461,"COUPLING,SHAFT",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,2,,SPE7L126T866R,7017604502,bq260723.txt
5340-01-178-5983,5340,011785983,PADLOCK SET,17013,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,14,,SPE7L126T866S,7017601759,bq260723.txt
5340-01-142-4377,5340,011424377,"SEAT,HELICAL COMPRESSION SPRING",24328,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,17,,SPE7L126T866T,7017603513,bq260723.txt
5340-00-968-4060,5340,009684060,"STRAP,WEBBING",20659,SMS,true,008212269 010735502 014799219,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,69,,SPE7L126T866U,7017604464,bq260723.txt
5340-00-968-4060,5340,009684060,"STRAP,WEBBING",20659,SMS,true,008212269 010735502 014799219,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,109,,SPE7L126T866U,7017604464,bq260723.txt
5340-00-968-4060,5340,009684060,"STRAP,WEBBING",20659,SMS,true,008212269 010735502 014799219,,,,unknown,No MOE rule,,,,,,,,,,,,,,,,,,,,,,,579,,SPE7L126T866U,7017604464,bq260723.txt
